"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91"
"71" 2006 52.25346 20.80079 25.38318 -6.31759 -27.08456 -7.69813 -6.95349 -2.43359 5.96668 -2.92609 -2.58723 -11.22662 13.03212 1346.18627 932.97263 845.73952 428.61466 458.78466 349.46905 348.27936 198.3671 289.44299 213.25915 252.20105 18.6239 -44.62382 -20.85946 -52.71835 52.42878 1.29885 -37.67044 50.6331 -36.51796 16.79128 -3.34524 41.23269 -109.19752 22.08538 -242.82642 -61.31225 10.08034 -10.73576 -94.50349 -20.21376 -18.06096 -11.87943 227.68202 -58.81331 8.20825 62.13812 6.43549 -13.3761 27.19841 -40.38548 -7.38141 30.41242 101.58478 19.51894 30.72109 -19.55806 28.01559 25.55362 -13.81946 -139.81296 -54.08255 30.3147 -23.76023 67.70178 75.82025 7.31055 122.25803 13.28177 -5.21778 -24.23507 -16.20554 -14.28946 -27.13558 28.82046 -85.18493 -9.77923 4.1646 -164.40692 93.10446 19.98452 -3.68499 34.16396 -4.19012 -3.79026 62.59989 2.73782
"72" 2008 43.00571 -35.05198 8.79064 -12.03821 -19.64939 4.20569 -38.56154 -2.84023 21.91674 5.05467 1.46907 -0.1103 40.82371 2687.9901 1584.65972 1061.53588 902.76389 698.4043 738.96643 389.3729 587.80262 397.60268 227.14912 273.69707 159.38645 347.07481 187.28626 96.60709 -35.83501 0.97882 58.42673 22.66595 74.08611 -7.62972 7.28871 60.74757 13.0129 18.20106 -293.8708 37.55573 -1.31221 -109.69224 -101.60946 -4.1436 56.10342 31.91644 -90.46392 110.4121 -1.83371 50.7206 17.36104 -33.14922 2.47498 45.65576 -57.3722 -33.26077 -8.23482 63.93946 5.13162 47.33455 72.70869 12.80157 -6.68603 -151.323 -168.7023 42.2692 -90.07034 43.88456 13.83861 22.85264 5.45531 94.36035 -108.67107 5.67952 -8.37294 -4.2645 64.37327 114.18653 -163.43718 48.87568 28.49847 -164.95956 61.22936 -13.77746 -20.94706 -20.71122 -178.29177 2.9664 -204.35776 -24.03485
"73" 2005 41.2211 -5.48835 -17.49518 0.944 14.31155 -8.23717 -14.34872 -0.45708 6.73573 -1.82964 0.80863 -6.69552 95.45858 3478.48381 3096.09833 1354.29213 976.30525 917.50262 1617.55445 645.23348 716.04586 321.85102 282.07589 433.81793 298.6185 -1179.5142 64.84347 -10.03552 -164.92533 -121.31222 281.22629 -169.86815 27.23441 -42.35425 -23.14299 -165.64168 -187.37501 -61.93608 -30.59813 425.07356 25.55969 -38.44281 -24.58534 29.41344 9.41943 4.73104 -108.3605 127.37984 243.5286 119.87509 -11.9078 -3.92263 42.80868 -192.29504 -62.854 282.61314 359.98847 71.5868 74.55315 -77.92874 -46.75198 109.85 85.2389 -898.2926 95.46364 37.61112 10.6923 58.36074 212.4054 -119.54979 -102.20893 -321.74318 -94.37629 -38.6305 -16.25234 -29.28862 -56.36277 155.58246 -10.72591 73.43423 29.28901 -130.43842 6.77074 42.1164 -17.74373 70.61708 79.94567 11.86386 12.53232 -7.74507
"74" 1985 37.14496 -86.17866 61.65904 12.92035 1.44848 -11.40351 -12.39794 -3.46681 4.77379 -2.81786 3.55199 2.50003 32.96853 5609.75746 2107.14437 1360.09771 1158.008 561.94538 601.4773 421.26314 476.17301 260.38938 193.42976 304.96924 173.67853 -439.02292 616.23947 -131.62839 -186.90494 -76.84245 124.25597 -87.20821 47.21421 13.04409 -12.97677 110.88744 239.06001 -277.35489 98.87096 90.51536 -83.01748 -32.64233 0.89523 -9.10007 -67.56955 60.67012 -701.31505 142.89016 -35.89081 138.49044 115.12148 18.34806 43.40468 -9.6726 -107.61771 578.30936 100.24754 -183.57094 -116.46207 -38.63742 -23.38023 -68.29243 52.17474 -377.66733 -66.29101 140.9937 -40.57167 -15.43805 -13.50136 -21.84009 -480.63542 230.06939 127.74179 26.69692 15.46361 -38.65359 532.07967 111.03493 -6.76151 -164.82318 40.07836 -15.3812 139.61012 -91.90878 3.46053 -167.70181 -168.68604 0.81789 309.47004 17.83725
"75" 1994 45.48362 46.54995 61.42345 9.6491 -46.6191 -14.89648 14.02394 5.59453 -2.7693 -4.22995 6.96692 8.32015 18.0757 957.69205 679.55417 454.5467 453.46064 346.03774 342.83241 183.83839 139.85721 144.41507 106.37787 150.33578 62.00541 225.1211 -121.94655 -21.02819 100.47793 -114.8835 107.97404 28.83158 0.62339 -2.01594 26.72068 62.98417 -12.53415 -102.16514 -99.37288 -98.74363 -35.5088 74.62863 14.58621 12.62219 -12.12795 -1.05501 -217.3454 -118.84182 1.871 -15.90669 -29.9197 43.88241 4.28416 -7.57534 -26.70139 -225.85746 184.81962 -23.3339 -56.2057 18.27096 32.34114 16.83838 -35.42516 287.33398 59.15665 14.71816 27.1091 37.8196 58.84212 39.7449 153.94342 48.17803 -53.37936 -44.02024 -4.74251 14.59532 15.11204 68.1696 -79.42726 -94.57422 12.90337 4.55709 -21.62994 7.28597 1.2029 40.58587 -22.38576 4.58512 43.95131 1.45335
"76" 2009 45.65508 -9.37803 5.79072 -3.39106 -1.81702 -7.94731 -5.06081 -6.50995 2.39102 -3.60745 2.17377 1.68231 42.31096 1541.35018 1515.82848 1234.27222 594.71713 694.54903 507.18417 307.92009 308.63125 264.02512 169.46736 187.16335 7.36589 -88.67272 -18.90876 30.18768 100.41602 51.5761 -47.88123 60.06755 52.52876 -20.28094 -3.68967 37.04341 -286.58288 20.70606 -302.21562 72.59905 -40.74236 15.17946 -14.39677 -20.34415 17.80361 -28.83325 -255.42711 71.63137 -80.34051 -37.85517 -61.29024 -6.36252 0.2791 16.83656 -53.93653 131.91191 150.87775 11.32376 -70.92476 -6.56527 -1.52944 2.98448 -14.80121 -408.24283 -96.94355 -106.27316 -93.49789 -17.37575 59.41891 22.04437 82.25619 -172.72429 -116.42142 -5.40811 -34.83888 18.47819 32.5453 -4.72763 18.76854 54.57137 38.30071 104.49262 61.23253 12.28179 21.39392 -7.9067 -59.6543 -6.03006 -72.29847 7.50519
"77" 1997 42.86868 -40.19679 59.65527 15.54 -57.82834 1.74228 17.43207 -0.81707 0.9878 -4.36811 3.36883 -4.12261 14.38816 625.31165 1011.29576 500.67495 667.19498 448.66009 399.44875 166.42946 334.91831 238.42402 125.73211 205.56466 -22.30381 -112.31019 56.47798 166.0674 51.97102 -33.88599 -9.6125 39.6565 94.64759 -43.32471 8.18215 6.76679 128.45329 -26.14258 -95.72396 23.86162 11.06961 -64.36952 -13.96653 -38.82543 -25.6126 8.27881 140.79453 73.56162 -60.37167 76.03783 61.51151 32.59276 -25.66165 -16.62307 -26.96759 66.55554 10.2005 14.7212 175.82801 20.53741 15.80478 8.32194 12.95715 -184.79133 -28.29719 38.08105 45.78693 39.75781 12.43759 0.90657 25.69482 38.76865 -56.81616 -9.53679 10.52135 -10.72945 -19.80368 73.82672 9.2263 19.49404 5.60789 -91.57302 15.46838 48.46744 -10.21428 38.11054 15.44927 8.15124 85.56282 4.83739
"78" 1987 52.69283 45.92214 34.46175 4.00927 -16.31867 -20.23239 15.92526 9.63917 1.47933 0.31178 -1.00226 0.7844 13.48441 1176.50571 811.02291 706.74544 982.00956 431.52614 344.50112 325.7051 246.74665 243.63577 115.07054 134.91668 52.36892 -488.72099 -83.44334 -93.12623 -264.73743 -39.65631 60.29926 -20.73599 -2.24454 -44.07171 7.69839 -25.79764 -120.6294 -427.93985 -167.76478 235.6363 15.53934 28.84953 -62.59312 15.78865 9.02677 -15.42182 310.1439 207.82159 -87.77695 170.4491 9.89632 77.81341 21.02916 4.94632 52.51813 -110.87675 18.50953 -41.97675 -23.81147 -39.13817 3.51178 36.97107 -18.7724 196.886 -164.77435 79.2898 152.9769 30.66806 32.99495 24.59716 255.33368 111.48512 -93.92107 -70.60306 -47.4827 13.3506 -187.813 106.20196 -61.13402 93.68102 -10.3414 -136.04425 22.112 20.27766 5.7095 33.64969 -48.12092 1.22863 2.95121 4.20925
"79" 2005 41.12812 -68.84112 -41.08383 15.37617 -13.8821 8.33112 -2.52735 -20.94133 6.88414 -15.3505 0.98775 -8.74431 32.63526 3683.72309 3005.39775 3540.37242 1462.61884 1672.61268 696.14161 1104.27413 452.6559 639.2851 555.53904 368.32432 43.69962 -266.31149 -920.97232 31.82344 -51.51265 287.05351 51.99052 112.28687 -136.90482 42.21928 -15.41109 106.69028 701.3565 188.18585 218.66758 161.18292 230.6092 63.48978 -172.34007 -4.7597 -8.53368 17.72958 522.04003 -320.20171 -115.91825 -152.28517 113.01331 -91.76827 -42.65351 -27.29481 18.97926 563.97236 -166.61532 -591.48825 -13.05454 -532.96951 -33.9174 -4.13836 36.46507 -110.80794 174.78239 -235.84053 -56.3002 61.51707 23.4002 23.43324 279.31799 125.37576 154.97363 -53.25504 61.4736 -17.15343 -55.24501 78.62638 62.90312 42.36159 16.83901 -215.74064 68.23329 57.43489 -25.23596 -43.72964 -296.97221 -5.00335 138.48793 -20.23954
"80" 2007 38.31895 -47.70043 -27.19267 -22.15829 0.22754 -9.55833 -7.70534 -12.01172 -5.75754 -10.17364 -1.11291 14.43917 30.57615 2772.91542 682.5146 997.15383 426.33774 559.16199 328.34407 527.18474 300.90432 322.94876 181.85716 182.76499 137.40148 45.12916 -225.396 -3.72749 -8.67911 85.57186 -83.90552 92.11148 -28.69272 -39.91994 2.11459 53.08136 -396.92886 -139.9488 -157.14129 108.48362 -123.46878 -24.61025 -84.57032 5.83757 11.99776 -4.76044 167.30724 36.94296 21.93356 9.38277 32.44797 -4.29277 95.75612 33.26172 -4.8445 -119.55341 -1.22414 -271.28311 57.04847 -152.49677 2.11167 -13.62498 -16.11039 -41.89032 93.09703 -94.59012 -62.53008 7.10591 36.5127 -0.59561 190.05857 -34.11326 92.56868 29.7666 -57.02423 11.33674 36.01879 64.59847 -142.12927 54.23975 -11.34583 -123.78318 41.81646 22.99354 3.26918 91.54847 -34.07808 7.63826 142.44515 11.72227
"81" 2005 48.64286 14.53818 0.0937 -7.55522 -17.21427 -16.18307 2.81389 3.86042 -7.46257 3.76865 -0.3144 -2.38621 21.25958 2047.02089 1707.48235 1312.50639 726.40772 691.14735 419.43323 516.81342 309.91352 369.00696 225.44883 204.49155 6.60411 -198.2936 347.25991 83.45734 35.57192 -5.98047 3.20307 87.1956 8.08763 -44.85848 0.2474 96.83419 -238.36111 412.74117 -175.92942 11.1718 -114.51881 37.88589 -37.56841 -1.97505 14.87144 8.95531 83.16342 176.39532 -92.74398 38.04153 -25.21993 20.88068 77.49509 -28.15653 26.43806 -115.39372 -18.43484 -19.69008 66.78442 -51.21461 -14.11012 -4.30387 -11.1582 -293.79552 72.91554 -81.25335 57.26075 -3.18892 105.68306 -5.05111 9.27728 -20.43785 -60.10102 -17.54821 -57.77456 4.79702 -44.10123 105.91123 -24.82112 -34.19843 1.63527 -35.47295 -9.23524 -65.87468 12.47088 0.33959 -20.99068 -0.16655 -42.39037 -1.42124
"82" 1981 43.33515 -1.10145 18.31493 14.0102 -14.36178 2.65308 0.99624 2.65432 -3.72605 -8.04031 3.93475 -1.03864 39.08323 2078.31944 2565.62406 1454.80854 1365.97315 1147.93132 508.64234 693.94263 562.15585 504.5683 327.63979 209.21592 40.91635 285.40138 -333.20509 183.2036 -92.68229 15.0212 -59.49302 91.98441 42.42915 -54.90182 -39.75434 55.40388 -147.25587 332.13936 -140.19255 -20.64622 107.00057 66.86947 15.36597 -10.40182 37.9804 -0.10288 486.57018 135.84914 -98.21207 64.87042 28.88497 19.46188 60.74991 -35.61848 -14.07265 -64.97464 206.07748 -161.0267 326.12475 -129.64555 -3.85966 6.79284 3.11448 -281.95056 -65.1062 27.91162 150.51145 64.5016 -5.68303 -24.75694 60.57121 283.79796 -108.21186 -40.24765 -20.04637 -5.29649 1.66158 198.01822 25.66252 12.16352 26.49587 5.36284 -94.6218 -20.58071 -10.80203 21.35972 -49.91569 12.14527 82.9329 4.83424
"83" 1967 45.53587 25.57109 65.85434 2.05348 -35.9426 -8.65367 -9.43762 -2.51005 13.62126 4.17609 -1.89468 -5.34712 37.80919 708.95106 833.13154 432.36522 989.5058 343.83107 306.86323 208.94684 254.74519 137.81095 125.21743 328.35475 19.26536 92.28288 50.67306 -83.43443 -78.44225 4.83195 47.16076 -11.43165 41.27527 -7.47522 -29.73809 72.25578 -21.87388 -398.34565 -145.61121 234.64974 4.72811 19.80247 -32.12898 -5.70469 35.14865 -2.12682 -286.73191 128.99559 -14.64841 118.40747 30.28588 13.70093 -0.39742 103.44341 -50.68473 -5.90266 3.86267 -27.42801 63.09262 14.33765 0.47115 54.58388 9.91759 -148.12343 -50.11858 12.4272 60.0426 37.46365 149.51474 -7.78039 -61.86329 46.10556 -33.57882 -31.66667 -15.53449 -16.08163 -23.84401 12.20094 -78.00618 323.57826 27.71138 2.3096 18.67762 -7.20633 5.92348 16.07381 -119.28731 2.30373 -96.26259 3.21834
"84" 2006 48.82622 50.48705 12.08226 16.79441 -9.3134 5.23732 3.13194 8.7473 8.95679 4.6377 0.5895 0.12295 16.67507 1044.80619 1754.15543 1399.83326 674.54287 1413.17964 409.5025 522.52387 225.13875 366.40541 347.37998 238.50854 11.09186 -346.17189 -525.80561 -127.78327 133.9753 103.00279 -69.14498 41.76523 -11.87103 -6.66173 -9.19194 35.18296 -129.6747 452.67483 -238.55747 -5.83336 44.27616 44.69599 -134.90297 -1.26882 -15.79671 -4.85538 24.09343 243.8892 -69.83991 71.85403 -54.83849 49.00514 30.10108 -15.59126 13.37296 -27.44251 238.59917 37.78652 -8.83056 0.42988 -41.26604 15.53991 -15.82578 -178.9182 -61.2046 34.34964 -50.84929 -58.1681 94.34967 6.47135 101.79495 -74.03085 -44.6371 8.26189 -166.3746 -16.38394 -28.81051 -106.52883 0.72852 -11.30608 6.64166 55.65254 -86.4469 66.58505 20.05791 63.63761 70.35706 8.81095 -104.8433 4.22684
"85" 2008 38.68821 -35.62511 -26.96648 -27.42765 -15.19027 -14.79855 -7.15176 -3.46596 -1.10144 -0.73446 1.43367 10.03387 11.91048 2093.39566 735.9577 705.65512 819.19706 434.02163 770.74004 271.8125 334.32443 246.56447 186.69492 237.36574 -31.48602 240.76463 3.37607 -150.40915 -1.15713 22.12245 15.66809 9.15204 17.65932 -11.55434 21.31559 16.89178 273.2666 191.10944 -106.33266 -132.36833 -21.34537 120.79774 -17.18675 28.78369 -16.27947 -20.32967 -625.0409 41.59537 83.90406 72.3693 -47.75055 -7.34829 46.26616 63.92855 39.69933 -25.46616 214.37301 -69.77446 116.98853 -0.32446 51.70998 -20.05189 6.78486 384.08964 70.42281 -11.0049 94.40045 6.38261 117.66052 -42.98429 18.20982 48.39732 7.00194 -35.73835 -31.47556 0.10877 0.48843 71.63778 -120.43634 -111.65861 -10.74942 -162.37493 0.40239 56.15092 2.63584 35.11514 -3.66685 -9.77447 239.44309 -7.61366
"86" 1981 43.67616 85.21283 -39.20835 -25.26275 -51.8439 1.80966 -12.78131 -2.6971 -11.60003 1.39648 -6.68725 1.8471 22.06858 909.38827 1951.66902 1299.544 701.55729 905.17382 403.01544 326.40135 225.21854 282.54883 268.94822 235.27859 14.19264 -195.19621 -405.84099 48.87089 89.11766 126.73277 4.51129 63.88878 10.16824 25.2975 -9.95097 133.80706 -104.47274 -88.3126 -394.43897 178.85084 122.42281 20.70908 -11.08883 19.29661 -7.31348 -15.70111 12.34987 -140.91239 -163.05498 110.12205 55.95236 -7.31256 7.65591 -12.70301 8.78608 98.73558 33.80716 68.76996 69.15284 -61.76034 38.18147 26.29821 -11.47135 -240.82579 -83.11293 -24.27358 -6.07743 115.85723 97.2891 -14.92425 16.87564 119.98863 -34.12841 18.91759 16.89458 -13.00189 -9.01726 54.86325 -214.48747 55.55777 7.11646 6.81279 59.57459 11.17471 -1.99967 55.86248 -249.72123 6.14142 48.79251 -20.64743
"87" 1996 31.21941 -6.37812 -5.15054 -4.07239 9.11462 20.08623 -3.7026 1.53639 -3.71383 3.45224 -4.51387 27.17843 37.17599 2574.86643 2400.03118 2909.84941 804.01522 1591.16752 499.6378 474.39198 806.69921 375.96215 606.26273 245.59828 83.06376 1027.18157 -539.11096 4.17662 34.59979 190.59226 -43.14851 46.20275 103.66124 -3.04635 -47.50871 196.92506 116.21806 305.01322 -781.25194 -59.29801 -113.86947 -85.47581 -57.11097 -85.00343 -5.99717 6.28773 -106.74125 560.89086 -271.09793 55.70683 -5.88728 33.32323 43.8401 -102.83696 5.54098 340.92367 -41.79312 101.57554 451.88869 52.36915 138.42923 17.40977 70.7765 14.58856 -31.48425 -41.08894 102.06987 -88.5329 32.01456 -24.38375 -56.14668 516.27847 -75.81346 -35.16132 81.36179 -20.42578 -191.9592 37.61211 -347.1562 -103.69345 64.35642 -303.77568 56.87613 78.20971 5.66244 141.27173 117.24777 -14.43124 165.12317 19.32641
"88" 2006 45.39401 -33.06862 52.66635 12.03084 -10.29797 -16.50358 9.92873 1.22445 -1.73429 -2.93423 2.44429 -9.06795 41.4403 1622.65459 1989.055 626.17321 588.16852 543.75249 525.62809 297.93054 287.21498 247.39661 140.93572 222.0773 169.4797 -885.73775 410.24831 12.69919 69.77818 -116.81754 -39.52245 20.15424 5.10502 -25.26019 35.3414 -150.31838 -440.25697 260.8081 39.56987 -126.22175 7.08082 169.08301 -7.4227 -26.55922 -31.96047 -60.05204 49.96622 133.87337 -172.34441 -1.79441 -59.41427 63.78929 32.80513 -62.55517 -32.92658 -70.57146 -476.69957 -108.67265 -85.15769 -108.70863 -44.07519 32.92757 -40.67304 168.87387 -19.81389 -38.34397 -22.24867 88.37441 -28.9923 45.85105 129.06161 -257.4283 -37.19168 -12.43124 43.93612 22.97192 -8.45552 127.6182 -25.87913 -49.77609 32.72461 -77.79177 25.80474 -4.91966 3.82018 29.38169 -116.53966 3.72197 167.94428 18.56414
"89" 1999 50.04588 15.00949 33.46822 7.08346 -19.51388 -6.90897 -9.53933 -0.60496 2.13664 4.92886 0.37703 7.10155 54.03491 3711.1573 1197.22505 1739.13155 773.6501 1368.5495 815.90005 572.84175 261.17947 336.8823 330.35808 283.6805 183.30401 476.72468 194.31269 2.38727 -282.11491 -71.65229 -114.79614 40.79516 -28.64097 21.16953 -11.45329 145.25285 -47.81016 302.46068 -404.0813 3.31747 61.63571 39.27473 -96.48249 -1.926 31.78 66.49673 634.40551 -350.56798 -25.68413 32.80992 -7.43304 -22.52576 10.83195 6.94821 101.70671 -460.4536 283.55369 -37.20376 65.45709 17.0507 57.63574 1.06348 -148.19145 272.15389 -48.14303 -53.66268 -26.42727 -125.80083 -139.8383 23.38947 -65.93334 114.23828 -109.05435 55.90263 102.33093 -10.98073 -190.75377 -127.61487 -188.44242 28.88066 17.39713 -317.65791 83.62551 -83.93431 -20.93537 82.68775 -144.47555 29.97563 -15.50993 -28.33943
"90" 1999 39.66847 -98.90868 92.77883 2.19265 22.62651 -15.32469 -34.22936 -6.36412 25.44518 3.99459 7.1965 14.12215 47.7151 5766.4665 2066.13515 744.3253 1400.41122 306.88171 773.88035 266.7333 2707.96445 254.73628 143.81049 3097.88333 190.18907 852.21203 276.31275 -205.78344 25.05256 -74.00511 128.18883 -300.10668 661.02398 -75.36263 291.73427 118.35454 105.76559 49.4323 -175.84851 -94.83218 -68.62524 195.79155 -117.46001 -198.41004 -87.91372 54.08568 595.75498 338.78299 -170.33298 114.35411 -32.82823 58.14525 56.75091 -219.85268 -130.03723 -128.02965 -300.31542 -17.01951 -962.76662 -26.08507 21.52012 277.46641 0.30676 1016.66511 -229.56663 258.77246 -230.35376 30.81052 748.85269 60.34082 -7.64664 454.96193 53.0301 192.91372 -251.23132 -22.60715 1391.38996 72.39634 -106.05299 586.83618 229.30238 387.65138 161.75923 231.37557 51.10394 178.82462 -28.01418 -4.75023 2399.42717 105.85618
"91" 1997 50.35365 63.5652 25.34507 -3.17184 -37.58331 -17.09735 -1.50128 7.12993 23.0348 16.27524 -3.36746 13.99979 10.60067 508.01321 626.70701 914.09148 470.05781 488.33703 334.18698 218.2002 185.27263 124.6859 138.28991 185.386 -15.44345 -107.5357 47.8365 176.62403 31.12003 -8.05182 -40.87952 18.41233 17.14401 -16.22215 -0.96186 49.30111 -58.13254 316.2818 -169.78609 31.35413 6.99767 16.44697 -30.89484 14.5153 3.53896 6.14409 -145.24587 70.6218 -93.77843 60.41297 -54.58839 25.66577 0.74587 -45.68485 23.94943 -67.42654 88.30946 185.34733 66.21015 63.81344 -0.44891 -8.06419 5.25483 6.17138 -6.67106 -1.88291 43.82142 -60.09504 7.33086 12.90142 -13.65869 1.60336 -94.56985 1.40526 8.87567 1.37756 -79.06529 52.59369 12.00461 -52.20034 3.13965 -75.41365 3.63109 -69.63379 5.0976 17.6675 -66.85379 3.66088 37.18385 -6.54292
"92" 1994 47.28742 82.29462 4.54078 2.42082 -14.56352 6.08759 -10.10887 -2.00194 -0.16379 0.39671 -3.01819 10.27354 18.56142 1657.75672 2047.02848 1235.8 1144.77612 855.63504 609.13052 492.52232 502.23195 308.93731 238.97734 222.6113 -50.21638 -674.66552 -149.88814 199.81808 -114.61367 -33.84658 -47.76302 93.92693 -14.78054 -6.60253 -4.58902 68.31214 -141.33575 355.07201 -547.7977 234.44725 -32.08357 171.78876 -42.76473 -15.3265 0.58752 -15.53557 -238.65927 83.52437 62.39344 -47.24484 -92.74106 68.47585 -13.4267 77.79887 1.4897 92.4886 102.63522 56.084 270.66905 102.82954 -18.29141 20.09632 -3.09119 -384.65416 -164.40697 82.31642 22.74954 89.86828 -8.12559 -0.06396 56.66435 -306.69801 -89.91358 71.88039 -12.72666 1.48116 -47.12139 7.79259 -92.86146 223.45232 -30.8442 -17.56359 100.10782 7.68425 0.17733 71.26518 -184.50876 7.71087 56.76606 2.62297
"93" 2010 38.57907 -59.0884 -51.70591 -25.64748 25.32758 -19.54377 -29.29315 -19.76029 6.9252 -0.6888 2.42665 3.99446 40.16216 2703.12201 1516.13101 1065.59636 1539.0299 658.64521 848.4466 636.02268 462.88828 359.49124 280.55059 507.38222 44.52384 131.11013 -79.92748 -289.07064 -175.77552 -11.10438 178.72143 42.98201 1.78904 30.95739 25.29989 79.34554 -90.30488 418.92673 -107.10943 -121.08529 -66.61062 -17.81074 -118.27681 20.56294 17.4571 16.19914 175.66107 -47.50522 30.37481 153.53927 -11.14376 -34.45571 17.74619 17.83178 -16.77441 299.07537 266.39044 -317.89089 307.30727 -242.84702 -2.17585 57.64055 4.92128 -170.43582 404.16681 -111.81299 -18.64072 28.54132 278.06039 69.91879 -188.017 40.88445 200.8143 -69.73184 -109.34997 0.59348 -117.15196 15.5221 -133.66817 -81.80473 1.97 -277.5869 -38.60319 28.80362 -14.88429 -83.05849 22.19098 -4.21455 46.97837 18.5905
"94" 2005 50.54614 52.06057 13.90524 7.27421 30.17644 -24.53145 5.36886 -4.53081 -2.99388 -6.28838 1.71159 -2.42839 21.11407 1638.05644 2322.36414 1693.91328 845.5555 973.48416 681.05939 351.56774 100.86289 241.28077 272.15164 98.11548 35.0335 632.93709 -936.64033 -141.11696 30.22704 47.4585 -24.70138 14.55884 -19.28955 107.37544 -24.0393 43.57855 31.13383 1051.64163 703.20254 -639.18111 87.11501 164.47463 86.3726 -0.79659 -8.00814 -119.03002 706.83195 -388.74429 -123.53717 -41.07578 18.44768 107.18066 0.95788 -68.64064 -2.75528 -69.06892 -729.59119 207.86968 -191.25802 149.23683 97.21526 -15.53648 -74.80342 -708.88268 -84.86696 19.48611 -60.97357 217.65615 -148.80253 3.29699 191.43353 -301.01421 3.35207 4.94097 -56.07825 -10.99009 -154.35444 103.35677 -115.61137 134.54519 5.8386 -113.14705 53.58508 -12.39882 -20.34173 -104.37037 248.42184 -10.84191 117.59642 3.03242
"95" 2003 45.60855 18.36886 15.08578 0.60557 -6.74242 -1.38737 -0.68053 6.80976 16.0151 9.50266 -1.88137 -0.0123 27.9551 1704.02682 1308.92373 1401.15339 829.25888 1405.79431 445.14049 447.76324 342.12603 289.27564 317.89008 194.28564 109.3978 20.84678 -90.7506 129.15298 126.20988 -63.7265 -24.98873 48.69316 -33.03985 -20.66996 -34.06971 26.5547 -229.5582 411.53004 -525.67561 1.49988 93.53631 162.64271 -27.35519 62.75882 14.16478 -2.28299 162.71809 110.5108 -196.63621 50.22114 -64.73243 52.91806 -7.12524 -30.59151 30.77366 57.22667 8.05627 27.43391 66.68668 104.12574 49.06453 3.13045 -39.01319 -124.90243 -124.16052 26.34929 46.08287 19.96896 -10.24792 16.27391 104.61084 120.37836 -92.68366 -23.13315 4.17577 12.77631 -286.74904 -127.9786 -86.10966 69.35358 8.48714 7.23001 53.76655 35.78504 -3.02866 20.59247 11.33853 10.74304 92.22469 12.7232
"96" 1989 40.53212 -0.20303 40.39094 2.65431 12.36115 -1.12547 -9.76503 -1.54211 -0.72634 1.86792 -4.59689 7.27228 48.06179 1930.66657 2334.75179 1726.65823 1047.39453 1105.90699 550.47166 369.69497 439.01087 256.89569 288.46727 250.42788 -48.97089 460.53553 163.0348 43.73249 -138.57341 -12.62028 25.30954 22.01498 12.50967 -12.87639 -9.75325 -1.06886 89.64346 181.43583 -220.03444 105.45484 -37.06514 62.52407 -28.06244 20.2342 23.08807 -23.59962 508.826 221.44551 -107.66816 -25.95572 -30.51397 62.81089 -50.01738 79.81665 -81.69364 -76.63544 253.48249 172.69483 31.3784 89.28255 14.90947 7.79266 -33.30618 -135.73323 -40.24834 102.98341 -7.30297 -106.6732 45.52754 29.71342 -17.32436 -77.19952 -138.42228 53.78295 -74.92461 8.80343 -57.19234 49.64464 -150.69248 154.09397 3.3433 -76.80441 126.19875 58.99858 3.29895 163.19863 8.86166 3.24805 -23.98152 -2.39401
"97" 2008 41.25859 -9.89994 -25.58941 -3.20384 8.30574 -19.29343 12.22108 2.67835 13.98605 -3.46143 0.55749 6.28869 59.13994 4896.40866 2615.75498 1655.59129 804.4983 850.1094 718.68908 686.76091 408.12722 383.94863 351.59475 307.7335 217.53028 -683.20083 251.93327 138.55714 1.62787 -36.88482 -25.31975 4.33607 -0.58787 -62.12887 -35.05366 -103.75164 -19.78354 395.16483 -64.26652 149.55176 127.07894 56.72037 -111.69269 22.75464 29.07045 -11.04862 -456.93172 -50.7585 -6.73937 -57.87108 -6.04884 -63.08813 186.81315 -60.23604 -29.97584 137.16277 267.79406 -199.73594 106.68476 -160.49624 17.24203 -49.96653 -6.52117 -700.62487 89.32868 -154.27698 -7.72457 122.36547 78.79176 28.64226 168.09321 -118.10227 -80.82736 -0.79812 -70.56843 8.01466 174.71208 106.16445 -133.41416 -10.10893 52.96725 46.02308 112.29031 39.90106 -22.85147 -3.6632 20.65898 -0.73131 -101.44994 -14.81034
